"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,10,1,1223,-7,1414,-18,"AS","N767AS",324,"SEA","SJC",93,697,12,23
2014,10,1,1223,8,1511,18,"DL","N3747D",2485,"SEA","ANC",215,1448,12,23
2014,10,1,1228,13,1415,0,"WN","N266WN",433,"SEA","OAK",88,671,12,28
2014,10,1,1228,28,1504,19,"WN","N498WN",4395,"SEA","PHX",132,1107,12,28
2014,10,1,1229,49,1835,60,"AA","N3ALAA",1628,"SEA","ORD",196,1721,12,29
2014,10,1,1232,13,1407,-6,"UA","N38417",1484,"PDX","SFO",77,550,12,32
2014,10,1,1242,12,1345,25,"OO","N810SK",4611,"PDX","SEA",36,129,12,42
2014,10,1,1254,34,1822,12,"AA","N3CYAA",124,"SEA","DFW",189,1660,12,54
2014,10,1,1257,-8,1724,59,"F9","N929FR",790,"PDX","DEN",159,991,12,57
2014,10,1,1258,-2,1433,-12,"WN","N603SW",775,"PDX","SJC",82,569,12,58
2014,10,1,1259,-6,1446,-7,"AS","N612AS",400,"PDX","SFO",79,550,12,59
2014,10,1,1300,-6,1651,16,"F9","N227FR",140,"SEA","DEN",149,1024,13,0
2014,10,1,1303,18,1517,-13,"WN","N7741C",156,"SEA","SAN",120,1050,13,3
2014,10,1,1306,17,2123,16,"B6","N746JB",464,"SEA","JFK",301,2422,13,6
2014,10,1,1308,38,1621,76,"AS","N618AS",105,"SEA","ANC",228,1448,13,8
2014,10,1,1311,6,1835,-13,"AS","N408AS",664,"SEA","DFW",186,1660,13,11
2014,10,1,1311,-4,1609,-3,"AS","N467AS",726,"SEA","SLC",85,689,13,11
2014,10,1,1311,-4,1537,-9,"DL","N544US",677,"SEA","LAX",114,954,13,11
2014,10,1,1312,2,1818,-4,"DL","N365NW",548,"PDX","MSP",173,1426,13,12
2014,10,1,1312,-7,1505,-25,"UA","N68822",1214,"SEA","SFO",93,679,13,12
2014,10,1,1315,0,2042,-15,"DL","N6708D",2137,"SEA","ATL",242,2182,13,15
2014,10,1,1319,-1,1509,-16,"WN","N954WN",2615,"SEA","OAK",91,671,13,19
2014,10,1,1320,0,1529,-8,"B6","N659JB",1521,"PDX","LGB",107,846,13,20
2014,10,1,1321,-8,1925,-20,"UA","N75410",1212,"SEA","IAH",212,1874,13,21
2014,10,1,1322,7,1608,0,"DL","N696DL",2157,"SEA","SLC",85,689,13,22
2014,10,1,1323,-8,1450,-29,"UA","N480UA",367,"PDX","SFO",73,550,13,23
2014,10,1,1326,12,1539,7,"DL","N3738B",1182,"SEA","LAS",106,867,13,26
2014,10,1,1326,16,2123,16,"US","N538UW",1857,"SEA","CLT",263,2279,13,26
2014,10,1,1327,-3,1629,25,"AS","N568AS",97,"SEA","ANC",220,1448,13,27
2014,10,1,1327,-3,1548,-3,"AS","N579AS",610,"SEA","LAS",111,867,13,27
2014,10,1,1329,-1,1551,-9,"AS","N779AS",472,"SEA","LAX",119,954,13,29
2014,10,1,1339,-6,1736,21,"AS","N626AS",674,"SEA","DEN",152,1024,13,39
2014,10,1,1342,-3,2219,19,"DL","N900PC",182,"SEA","JFK",295,2422,13,42
2014,10,1,1343,-7,1647,12,"AS","N306AS",123,"SEA","FAI",227,1533,13,43
2014,10,1,1348,8,1602,-3,"WN","N912WN",569,"SEA","LAS",112,867,13,48
2014,10,1,1349,0,2053,-5,"DL","N818DA",2424,"SEA","DTW",220,1927,13,49
2014,10,1,1351,26,1903,26,"DL","N803DN",198,"SEA","MSP",171,1399,13,51
2014,10,1,1401,-4,1626,-14,"AS","N516AS",512,"SEA","SNA",125,978,14,1
2014,10,1,1401,54,2208,61,"UA","N446UA",419,"SEA","IAD",289,2306,14,1
2014,10,1,1402,72,1957,75,"AS","N597AS",22,"SEA","ORD",199,1721,14,2
2014,10,1,1403,-2,2222,26,"AS","N589AS",2,"SEA","DCA",298,2329,14,3
2014,10,1,1404,31,1643,24,"DL","N321US",1208,"PDX","SLC",80,630,14,4
2014,10,1,1404,14,1528,13,"WN","N235WN",1891,"PDX","SMF",69,479,14,4
2014,10,1,1407,-3,1952,-3,"AA","N570AA",225,"PDX","DFW",188,1616,14,7
2014,10,1,1408,33,1551,16,"OO","N215AG",3474,"SEA","FAT",86,748,14,8
2014,10,1,1411,4,2013,5,"UA","N14237",1603,"SEA","ORD",198,1721,14,11
2014,10,1,1414,69,2019,79,"AA","N3DSAA",115,"PDX","ORD",209,1739,14,14
2014,10,1,1415,0,1627,-17,"B6","N612JB",407,"SEA","LGB",117,965,14,15
2014,10,1,1415,22,2029,44,"UA","N36472",1048,"PDX","ORD",218,1739,14,15
2014,10,1,1416,11,2024,14,"WN","N8309C",336,"SEA","MDW",227,1733,14,16
2014,10,1,1416,21,1456,8,"OO","N810SK",4611,"SEA","PDX",24,129,14,16
2014,10,1,1418,-1,1617,-16,"UA","N437UA",362,"SEA","SFO",94,679,14,18
2014,10,1,1419,14,2026,21,"WN","N8320J",893,"PDX","MDW",232,1751,14,19
2014,10,1,1421,-9,1634,-6,"AS","N468AS",570,"PDX","LAX",107,834,14,21
2014,10,1,1424,-1,1559,-10,"AS","N796AS",362,"SEA","SMF",76,605,14,24
2014,10,1,1425,10,1614,-9,"AS","N526AS",316,"SEA","SFO",94,679,14,25
2014,10,1,1429,-1,1735,30,"AS","N461AS",93,"SEA","ANC",230,1448,14,29
2014,10,1,1432,32,1626,16,"WN","N749SW",213,"SEA","SJC",96,697,14,32
2014,10,1,1435,25,2014,14,"AA","N3EPAA",2318,"SEA","DFW",189,1660,14,35
2014,10,1,1437,22,1819,9,"WN","N384SW",2857,"SEA","ABQ",141,1180,14,37
2014,10,1,1438,-2,1711,-4,"AS","N760AS",494,"SEA","SAN",127,1050,14,38
2014,10,1,1440,-5,1639,-8,"OO","N807SK",4725,"SEA","SJC",98,697,14,40
2014,10,1,1442,17,2046,26,"AA","N3HNAA",1054,"SEA","ORD",201,1721,14,42
2014,10,1,1444,-1,1752,29,"DL","N3758Y",2496,"SEA","ANC",224,1448,14,44
2014,10,1,1448,-2,1701,-13,"AS","N307AS",538,"SEA","ONT",111,956,14,48
2014,10,1,1501,1,1610,11,"AS","N795AS",67,"SEA","KTN",111,680,15,1
2014,10,1,1501,-4,1705,-18,"AS","N594AS",520,"SEA","BUR",112,937,15,1
2014,10,1,1501,-9,1722,-20,"US","N601AW",628,"PDX","PHX",123,1009,15,1
2014,10,1,1504,-6,1732,-19,"AS","N619AS",650,"SEA","PHX",128,1107,15,4
2014,10,1,1504,24,1702,12,"WN","N8323C",4535,"PDX","LAS",101,763,15,4
2014,10,1,1504,4,1635,-5,"WN","N957WN",2967,"PDX","OAK",76,543,15,4
2014,10,1,1504,-1,1722,-15,"OO","N216AG",3476,"SEA","LGB",121,965,15,4
2014,10,1,1507,-13,1750,-18,"AS","N524AS",714,"PDX","SLC",79,630,15,7
2014,10,1,1509,9,1727,-8,"VX","N521VA",796,"SEA","LAX",114,954,15,9
2014,10,1,1509,19,1736,0,"US","N675AW",500,"SEA","PHX",127,1107,15,9
2014,10,1,1524,-11,1736,-17,"AS","N586AS",584,"PDX","SNA",113,859,15,24
2014,10,1,1526,-3,1858,-12,"UA","N69819",1700,"SEA","DEN",132,1024,15,26
2014,10,1,1528,-2,2347,10,"AS","N402AS",14,"SEA","EWR",300,2402,15,28
2014,10,1,1536,21,2125,30,"AA","N567AA",157,"PDX","DFW",192,1616,15,36
2014,10,1,1538,53,1905,55,"WN","N8311Q",173,"PDX","DEN",131,991,15,38
2014,10,1,1539,-1,1644,15,"OO","N810SK",4547,"PDX","SEA",29,129,15,39
2014,10,1,1543,-2,1746,2,"AS","N581AS",322,"SEA","SJC",99,697,15,43
2014,10,1,1547,-2,2046,-13,"DL","N6705Y",1770,"SEA","MSP",164,1399,15,47
2014,10,1,1549,-1,1810,-12,"AS","N587AS",448,"SEA","LAX",115,954,15,49
2014,10,1,1558,-2,1751,-21,"UA","N486UA",659,"SEA","SFO",96,679,15,58
2014,10,1,1559,-6,1746,-10,"AS","N786AS",344,"SEA","OAK",91,671,15,59
2014,10,1,1600,0,1653,-5,"AS","N525AS",688,"SEA","GEG",38,224,16,0
2014,10,1,1600,46,1928,43,"UA","N57439",1401,"PDX","DEN",130,991,16,0
2014,10,1,1603,3,1816,-2,"AS","N611AS",606,"SEA","LAS",112,867,16,3
2014,10,1,1604,19,2143,13,"AA","N3CFAA",2361,"SEA","DFW",194,1660,16,4
2014,10,1,1605,30,40,41,"AS","N562AS",734,"SEA","BOS",307,2496,16,5
2014,10,1,1605,20,1752,7,"WN","N8626B",2151,"SEA","OAK",92,671,16,5
2014,10,1,1605,1,1747,-3,"OO","N754SK",5553,"PDX","SFO",82,550,16,5
2014,10,1,1606,86,1955,95,"WN","N748SW",3588,"SEA","DEN",134,1024,16,6
2014,10,1,1622,-8,1757,-11,"AS","N559AS",402,"PDX","SJC",81,569,16,22
2014,10,1,1628,13,2215,15,"AA","N3DJAA",1209,"SEA","ORD",195,1721,16,28
2014,10,1,1638,-12,1838,-16,"AS","N625AS",620,"PDX","LAS",101,763,16,38
2014,10,1,1638,138,1851,133,"OO","N947SW",3482,"SEA","SBA",109,908,16,38
2014,10,1,1638,63,41,52,"UA","N474UA",597,"SEA","EWR",286,2402,16,38
2014,10,1,1641,410,7,396,"DL","N177DZ",282,"SEA","ATL",239,2182,16,41
2014,10,1,1645,-3,1914,-6,"DL","N689DL",2410,"SEA","LAX",113,954,16,45
2014,10,1,1648,13,1827,7,"WN","N454WN",770,"SEA","SMF",78,605,16,48
2014,10,1,1655,30,1921,24,"AS","N523AS",514,"SEA","SNA",120,978,16,55
2014,10,1,1656,-4,1848,-17,"VX","N851VA",755,"SEA","SFO",95,679,16,56
2014,10,1,1701,32,1944,22,"DL","N6713Y",1457,"SEA","SLC",80,689,17,1
2014,10,1,1702,-3,1925,-10,"AS","N520AS",474,"SEA","LAX",117,954,17,2
2014,10,1,1703,18,1937,12,"DL","N3751B",1194,"PDX","SLC",81,630,17,3
2014,10,1,1713,28,1938,3,"WN","N784SW",573,"SEA","PHX",127,1107,17,13
2014,10,1,1715,5,1957,-16,"DL","N586NW",2237,"SEA","HNL",316,2677,17,15
2014,10,1,1717,-8,1819,4,"OO","N810SK",4546,"SEA","PDX",28,129,17,17
2014,10,1,1719,14,2044,9,"WN","N477WN",2048,"PDX","DEN",129,991,17,19
2014,10,1,1721,-10,2102,-9,"UA","N465UA",742,"SEA","DEN",130,1024,17,21
2014,10,1,1735,80,1902,82,"WN","N223WN",764,"PDX","SMF",66,479,17,35
2014,10,1,1736,-9,1954,-28,"AS","N442AS",486,"SEA","SAN",123,1050,17,36
2014,10,1,1737,2,1938,-2,"AS","N407AS",302,"SEA","SFO",99,679,17,37
2014,10,1,1739,-1,1918,-7,"WN","N603SW",484,"PDX","SJC",82,569,17,39
2014,10,1,1741,96,2103,142,"AS","N536AS",95,"SEA","ANC",226,1448,17,41
2014,10,1,1742,2,1945,-8,"AS","N546AS",562,"PDX","LAX",104,834,17,42
2014,10,1,1745,-1,1941,-17,"UA","N472UA",587,"SEA","SFO",94,679,17,45
2014,10,1,1751,1,1959,5,"OO","N227AG",3488,"PDX","BUR",108,817,17,51
2014,10,1,1754,-1,2022,-19,"US","N971UY",689,"SEA","PHX",125,1107,17,54
2014,10,1,1755,5,2051,28,"AS","N767AS",109,"SEA","ANC",216,1448,17,55
2014,10,1,1756,-4,1956,-14,"OO","N217AG",3462,"PDX","ONT",104,838,17,56
2014,10,1,1759,-1,2056,26,"US","N165US",600,"PDX","PHX",120,1009,17,59
2014,10,1,1803,-7,2343,-12,"AS","N556AS",26,"SEA","ORD",199,1721,18,3
2014,10,1,1803,-2,2044,-15,"DL","N6707A",2150,"SEA","SLC",81,689,18,3
2014,10,1,1803,-7,2059,-11,"OO","N218AG",3458,"SEA","SLC",82,689,18,3
2014,10,1,1805,5,2000,-10,"WN","N746SW",457,"PDX","LAS",101,763,18,5
2014,10,1,1805,10,2124,1,"UA","N482UA",550,"PDX","DEN",125,991,18,5
2014,10,1,1809,-1,2041,-34,"AS","N565AS",861,"SEA","OGG",316,2640,18,9
2014,10,1,1809,24,2020,10,"WN","N267WN",4547,"PDX","SAN",117,933,18,9
2014,10,1,1812,17,2005,13,"AS","N435AS",328,"SEA","SJC",93,697,18,12
2014,10,1,1821,66,1953,58,"WN","N7815L",3495,"PDX","OAK",77,543,18,21
2014,10,1,1822,-3,2326,-16,"AS","N532AS",34,"SEA","MSP",167,1399,18,22
2014,10,1,1824,4,2055,-8,"AS","N622AS",630,"SEA","PHX",129,1107,18,24
2014,10,1,1829,-6,2049,-19,"AS","N644AS",510,"SEA","SNA",120,978,18,29
2014,10,1,1829,-3,2100,-14,"DL","N349NB",952,"PDX","SLC",76,630,18,29
2014,10,1,1831,-3,2054,-17,"DL","N362NW",2300,"SEA","LAX",113,954,18,31
2014,10,1,1834,-6,2044,-14,"AS","N538AS",616,"SEA","LAS",111,867,18,34
2014,10,1,1847,7,2221,6,"OO","N215AG",3498,"SEA","COS",129,1068,18,47
2014,10,1,1847,-3,1935,-3,"OO","N810SK",4766,"PDX","SEA",31,129,18,47
2014,10,1,1848,-7,2145,13,"AS","N302AS",133,"SEA","FAI",218,1533,18,48
2014,10,1,1849,4,2009,-1,"WN","N253WN",4455,"PDX","SMF",67,479,18,49
2014,10,1,1850,40,2045,30,"WN","N227WN",2864,"SEA","OAK",94,671,18,50
2014,10,1,1850,-5,2042,-11,"OO","N224AG",3490,"SEA","FAT",90,748,18,50
2014,10,1,1851,6,2144,21,"AS","N560AS",171,"SEA","ANC",211,1448,18,51
2014,10,1,1851,1,2039,9,"AS","N788AS",370,"SEA","SMF",80,605,18,51
2014,10,1,1851,-4,2223,3,"AS","N309AS",678,"SEA","DEN",121,1024,18,51
2014,10,1,1852,-3,2107,-2,"AS","N467AS",300,"SEA","SFO",96,679,18,52
2014,10,1,1852,-3,2036,-8,"AS","N607AS",386,"PDX","SFO",85,550,18,52
2014,10,1,1859,4,2132,4,"AS","N614AS",464,"SEA","LAX",120,954,18,59
2014,10,1,1901,16,2008,28,"AS","N794AS",69,"SEA","KTN",106,680,19,1
2014,10,1,1905,35,2038,23,"WN","N640SW",767,"PDX","OAK",78,543,19,5
2014,10,1,1906,-9,2122,-14,"OO","N814SK",4536,"SEA","LAS",109,867,19,6
2014,10,1,1908,-7,2047,-13,"WN","N449WN",479,"SEA","SMF",78,605,19,8
2014,10,1,1908,-7,2102,-13,"OO","N603QX",4612,"SEA","SJC",95,697,19,8
2014,10,1,1909,4,2239,-1,"WN","N207WN",124,"SEA","DEN",124,1024,19,9
2014,10,1,1914,44,2143,28,"WN","N670SW",187,"SEA","SAN",128,1050,19,14
2014,10,1,1923,52,2117,60,"UA","N469UA",353,"PDX","SFO",76,550,19,23
2014,10,1,1924,47,2149,23,"UA","N822UA",357,"SEA","LAX",114,954,19,24
2014,10,1,1925,-10,2138,-15,"AS","N527AS",598,"PDX","SAN",116,933,19,25
2014,10,1,1929,-1,2130,-14,"UA","N847UA",508,"SEA","SFO",97,679,19,29
2014,10,1,1930,0,2128,-7,"VX","N525VA",759,"SEA","SFO",101,679,19,30
2014,10,1,1932,42,2145,30,"WN","N723SW",3935,"SEA","LAS",109,867,19,32
2014,10,1,1933,3,2212,-31,"AS","N413AS",859,"SEA","HNL",321,2677,19,33
2014,10,1,1939,-6,2228,9,"AS","N577AS",99,"SEA","ANC",208,1448,19,39
2014,10,1,1940,-5,2204,-12,"AS","N612AS",516,"SEA","SNA",124,978,19,40
2014,10,1,1940,10,2203,-2,"WN","N550WN",572,"PDX","PHX",121,1009,19,40
2014,10,1,1941,1,2200,3,"AS","N525AS",524,"SEA","BUR",117,937,19,41
2014,10,1,1941,-4,2233,11,"DL","N3744F",2146,"SEA","ANC",212,1448,19,41
2014,10,1,1942,-13,2126,-6,"AS","N526AS",404,"PDX","SJC",80,569,19,42
2014,10,1,1947,-8,2317,3,"F9","N227FR",794,"PDX","DEN",126,991,19,47
2014,10,1,1950,-5,2146,-6,"AS","N403AS",336,"SEA","SJC",96,697,19,50
2014,10,1,2009,-6,2254,20,"OO","N810SK",4804,"SEA","LAS",110,867,20,9
2014,10,1,2011,-4,2229,-21,"AS","N613AS",640,"PDX","PHX",122,1009,20,11
2014,10,1,2020,15,2239,-1,"VX","N625VA",798,"SEA","LAX",119,954,20,20
2014,10,1,2027,37,2356,41,"F9","N929FR",142,"SEA","DEN",121,1024,20,27
2014,10,1,2028,-2,2246,-10,"AS","N530AS",534,"SEA","ONT",118,956,20,28
2014,10,1,2031,1,2256,-2,"AS","N579AS",458,"SEA","LAX",120,954,20,31
2014,10,1,2038,-2,2310,-4,"AS","N626AS",636,"SEA","PHX",129,1107,20,38
2014,10,1,2039,-6,2249,-10,"AS","N529AS",566,"PDX","LAX",109,834,20,39
2014,10,1,2042,-8,2132,-11,"OO","N162PQ",4634,"SEA","PDX",25,129,20,42
2014,10,1,2043,-2,2329,-5,"AS","N459AS",141,"SEA","ANC",209,1448,20,43
2014,10,1,2046,-4,2243,-15,"AS","N524AS",624,"PDX","LAS",98,763,20,46
2014,10,1,2103,-2,2225,-5,"WN","N7736A",4816,"PDX","SMF",69,479,21,3
2014,10,1,2109,0,502,-13,"B6","N529JB",1206,"PDX","JFK",275,2454,21,9
2014,10,1,2112,-13,2253,-22,"AS","N596AS",384,"PDX","SFO",79,550,21,12
2014,10,1,2127,-3,515,-23,"B6","N625JB",264,"SEA","JFK",269,2422,21,27
2014,10,1,2128,28,2314,19,"AS","N514AS",350,"SEA","OAK",90,671,21,28
2014,10,1,2130,0,26,15,"AS","N318AS",731,"SEA","ANC",216,1448,21,30
2014,10,1,2136,-4,2235,-3,"AS","N627AS",694,"SEA","GEG",38,224,21,36
2014,10,1,2142,-2,544,-7,"UA","N852UA",554,"PDX","EWR",284,2434,21,42
2014,10,1,2159,27,602,29,"UA","N53442",1695,"SEA","EWR",281,2402,21,59
2014,10,1,2210,0,654,56,"US","N172US",624,"SEA","CLT",300,2279,22,10
2014,10,1,2216,-3,606,-23,"DL","N6713Y",1542,"SEA","JFK",268,2422,22,16
2014,10,1,2216,1,559,-1,"US","N187US",1930,"PDX","CLT",265,2282,22,16
2014,10,1,2225,-10,117,-10,"AS","N585AS",143,"PDX","ANC",219,1542,22,25
2014,10,1,2227,-3,2303,-15,"AS","N537AS",412,"SEA","PDX",24,129,22,27
2014,10,1,2240,0,431,-29,"UA","N79521",1129,"SEA","IAH",208,1874,22,40
2014,10,1,2241,1,602,-13,"DL","N6711M",1688,"SEA","ATL",240,2182,22,41
2014,10,1,2250,2,428,-10,"UA","N15710",1429,"SEA","ORD",198,1721,22,50
2014,10,1,2252,13,617,12,"DL","N801DZ",2497,"PDX","ATL",248,2172,22,52
2014,10,1,2255,0,601,-9,"DL","N685DA",394,"PDX","DTW",222,1953,22,55
2014,10,1,2256,-4,134,-4,"AS","N320AS",119,"SEA","ANC",201,1448,22,56
2014,10,1,2256,-4,2346,-8,"AS","N797AS",698,"SEA","GEG",35,224,22,56
2014,10,1,2259,-1,607,-6,"DL","N3747D",1807,"SEA","CVG",232,1965,22,59
2014,10,1,2305,-5,159,-1,"AS","N703AS",127,"SEA","FAI",219,1533,23,5
2014,10,1,2306,1,724,5,"AS","N408AS",24,"SEA","BOS",291,2496,23,6
2014,10,1,2309,-7,718,9,"UA","N37466",1246,"SEA","IAD",283,2306,23,9
2014,10,1,2312,2,616,-4,"DL","N803DN",822,"SEA","DTW",215,1927,23,12
2014,10,1,2312,22,708,9,"B6","N597JB",498,"SEA","BOS",281,2496,23,12
2014,10,1,2312,292,110,285,"WN","N943WN",2586,"SEA","SJC",98,697,23,12
2014,10,1,2325,0,448,-17,"AA","N3EMAA",1230,"SEA","DFW",186,1660,23,25
2014,10,1,2326,-4,501,-17,"UA","N30401",1538,"PDX","ORD",194,1739,23,26
2014,10,1,2348,-11,532,-35,"UA","N39726",1455,"PDX","IAH",208,1825,23,48
2014,10,1,2353,3,515,-18,"AS","N431AS",660,"SEA","DFW",186,1660,23,53
2014,10,1,2356,6,238,7,"AS","N765AS",121,"SEA","ANC",201,1448,23,56
2014,10,1,NA,NA,NA,NA,"US","",614,"SEA","PHX",NA,1107,NA,NA
2014,10,2,3,-7,819,14,"US","N519UW",550,"SEA","CLT",291,2279,0,3
2014,10,2,4,5,555,-12,"UA","N69819",1522,"PDX","IAH",210,1825,0,4
2014,10,2,9,14,546,6,"AA","N3GLAA",2486,"SEA","ORD",201,1721,0,9
2014,10,2,36,6,533,-7,"DL","N6702",2440,"SEA","MSP",159,1399,0,36
2014,10,2,50,0,553,-8,"DL","N810DN",2090,"PDX","MSP",164,1426,0,50
2014,10,2,51,106,910,111,"AS","N408AS",24,"SEA","BOS",300,2496,0,51
2014,10,2,207,142,731,126,"AA","N3BTAA",1230,"SEA","DFW",188,1660,2,7
2014,10,2,501,-9,718,-7,"UA","N830UA",468,"SEA","SFO",93,679,5,1
2014,10,2,507,-8,739,-20,"US","N667AW",489,"SEA","PHX",127,1107,5,7
2014,10,2,522,2,745,-5,"US","N665AW",635,"PDX","PHX",126,1009,5,22
2014,10,2,525,-5,706,-13,"UA","N834UA",392,"PDX","SFO",82,550,5,25
2014,10,2,530,0,858,-9,"UA","N36207",1570,"SEA","DEN",121,1024,5,30
2014,10,2,536,1,857,-18,"WN","N8634A",1632,"SEA","DEN",119,1024,5,36
2014,10,2,538,-2,858,-11,"UA","N76503",1434,"PDX","DEN",119,991,5,38
2014,10,2,543,-2,1138,-22,"UA","N410UA",428,"SEA","IAH",215,1874,5,43
2014,10,2,545,-5,1356,-15,"UA","N409UA",540,"PDX","EWR",288,2434,5,45
2014,10,2,549,-1,904,-11,"WN","N470WN",470,"PDX","DEN",120,991,5,49
2014,10,2,553,-7,1123,-27,"AA","N3ANAA",1094,"SEA","DFW",194,1660,5,53
2014,10,2,554,-6,728,-14,"AS","N577AS",406,"PDX","SJC",82,569,5,54
2014,10,2,554,-6,806,-12,"AS","N795AS",602,"SEA","LAS",114,867,5,54
2014,10,2,556,-4,747,-16,"AS","N570AS",320,"SEA","SFO",94,679,5,56
2014,10,2,557,-3,838,-22,"DL","N696DL",1634,"SEA","SLC",80,689,5,57
2014,10,2,557,-3,1134,-11,"AA","N566AA",1534,"PDX","DFW",191,1616,5,57
2014,10,2,558,-7,1152,-8,"AA","N3ECAA",2218,"SEA","ORD",209,1721,5,58
2014,10,2,558,-2,1145,-23,"UA","N69806",1173,"PDX","IAH",205,1825,5,58
2014,10,2,559,-1,836,-9,"DL","N6709",1831,"PDX","SLC",75,630,5,59
2014,10,2,600,-5,757,-10,"AS","N786AS",200,"SEA","SJC",100,697,6,0
2014,10,2,600,-5,757,-4,"AS","N590AS",342,"SEA","OAK",95,671,6,0
2014,10,2,601,1,859,19,"AS","N553AS",81,"SEA","ANC",216,1448,6,1
2014,10,2,601,1,810,-15,"WN","N920WN",822,"SEA","LAS",112,867,6,1
2014,10,2,603,-7,925,-16,"F9","N206FR",144,"SEA","DEN",118,1024,6,3
2014,10,2,605,5,1255,-18,"DL","N533US",1350,"SEA","DTW",209,1927,6,5
2014,10,2,608,-1,1405,-24,"UA","N461UA",600,"SEA","EWR",270,2402,6,8
2014,10,2,609,-1,840,0,"AS","N306AS",454,"SEA","LAX",116,954,6,9
2014,10,2,610,-5,832,-17,"AS","N619AS",504,"SEA","SNA",124,978,6,10
2014,10,2,610,10,839,4,"DL","N3766",1889,"SEA","LAX",112,954,6,10
2014,10,2,611,-4,934,-5,"F9","N210FR",796,"PDX","DEN",120,991,6,11
2014,10,2,614,-6,836,-19,"AS","N568AS",470,"SEA","SAN",127,1050,6,14
2014,10,2,615,0,1209,-3,"UA","N470UA",732,"SEA","ORD",197,1721,6,15
2014,10,2,620,-5,819,-18,"OO","N227AG",3460,"PDX","ONT",107,838,6,20
2014,10,2,627,-8,857,-4,"AS","N706AS",576,"PDX","SAN",118,933,6,27
2014,10,2,629,-1,1409,9,"DL","N813DN",1156,"PDX","ATL",255,2172,6,29
2014,10,2,629,-1,900,-20,"WN","N7748A",2344,"SEA","PHX",131,1107,6,29
2014,10,2,631,-4,854,-16,"WN","N253WN",1927,"PDX","PHX",123,1009,6,31
2014,10,2,632,2,1402,-8,"DL","N804DN",1887,"SEA","ATL",248,2182,6,32
2014,10,2,636,-9,835,-16,"OO","N632SK",4548,"SEA","SJC",100,697,6,36
2014,10,2,639,-1,1206,-17,"AS","N464AS",662,"SEA","DFW",186,1660,6,39
2014,10,2,640,-5,814,-16,"WN","N7702A",427,"SEA","SMF",80,605,6,40
2014,10,2,640,0,856,7,"OO","N947SW",3456,"PDX","BUR",107,817,6,40
2014,10,2,641,-4,855,-10,"AS","N609AS",558,"PDX","LAX",114,834,6,41
2014,10,2,643,-2,841,-14,"WN","N8600F",351,"PDX","LAS",100,763,6,43
2014,10,2,647,-3,853,-20,"DL","N3744F",2581,"SEA","LAS",107,867,6,47
2014,10,2,652,-8,937,3,"AS","N797AS",466,"SEA","LAX",122,954,6,52
2014,10,2,652,-8,827,-18,"VX","N851VA",84,"PDX","SFO",80,550,6,52
2014,10,2,653,-2,1201,-14,"DL","N585NW",2314,"SEA","MSP",162,1399,6,53
2014,10,2,655,-5,1459,-26,"AA","N3KFAA",236,"SEA","JFK",281,2422,6,55
2014,10,2,655,-5,1213,-1,"DL","N3755D",2515,"PDX","MSP",168,1426,6,55
2014,10,2,656,-4,750,4,"AS","N559AS",413,"PDX","SEA",31,129,6,56
2014,10,2,656,-4,1515,-9,"DL","N3772H",400,"PDX","JFK",282,2454,6,56
2014,10,2,657,-3,1011,-23,"AS","N317AS",676,"SEA","DEN",113,1024,6,57
2014,10,2,658,-2,848,-22,"VX","N521VA",751,"SEA","SFO",96,679,6,58
2014,10,2,658,38,1243,28,"UA","N14230",1123,"PDX","ORD",203,1739,6,58
2014,10,2,659,-1,919,-14,"B6","N508JB",1207,"SEA","LGB",124,965,6,59
2014,10,2,659,-6,917,-7,"AS","N625AS",582,"PDX","SNA",119,859,6,59
2014,10,2,702,-8,905,-19,"AS","N318AS",222,"SEA","SFO",96,679,7,2
2014,10,2,703,-2,931,-14,"VX","N633VA",1780,"SEA","LAX",123,954,7,3
2014,10,2,706,21,755,18,"OO","N162PQ",4603,"PDX","SEA",31,129,7,6
2014,10,2,707,-3,1240,-20,"AA","N3JCAA",1507,"SEA","DFW",187,1660,7,7
2014,10,2,707,-3,952,-18,"DL","N666DN",2397,"SEA","SLC",79,689,7,7
2014,10,2,707,-8,908,-22,"UA","N494UA",294,"SEA","SFO",96,679,7,7
2014,10,2,709,-1,938,-27,"AS","N462AS",833,"PDX","HNL",308,2603,7,9
2014,10,2,710,10,1524,6,"DL","N703TW",2588,"SEA","JFK",283,2422,7,10
2014,10,2,711,-8,922,-14,"B6","N649JB",1121,"PDX","LGB",114,846,7,11
2014,10,2,713,-2,916,-3,"AS","N558AS",338,"SEA","SJC",105,697,7,13
2014,10,2,713,-7,934,-12,"AS","N705AS",530,"SEA","ONT",122,956,7,13
2014,10,2,718,-2,900,3,"AS","N557AS",805,"SEA","SMF",78,605,7,18
2014,10,2,718,-2,1236,-4,"WN","N755SA",826,"PDX","MCI",176,1482,7,18
2014,10,2,718,-2,841,-9,"WN","N216WR",707,"PDX","SMF",67,479,7,18
2014,10,2,724,-1,951,-11,"AS","N302AS",240,"SEA","SAN",131,1050,7,24
2014,10,2,727,-3,905,0,"AS","N762AS",61,"SEA","JNU",139,909,7,27
2014,10,2,729,-4,910,-12,"UA","N484UA",302,"PDX","SFO",84,550,7,29
2014,10,2,731,-4,1548,-11,"AS","N566AS",30,"PDX","BOS",293,2537,7,31
